LV_NUMMER;LV_TITEL;LV_SEMESTER;DATUM;ANZ_TEILNEHMER
SZ1209;Spanisch C1 La actualidad en España y América Latina;15W;04/02/2016;7
SZ1212;Spanisch C1 España y América latina ayer y hoy;15S;22/07/2015;4
SZ1212;Spanisch C1 España y América latina ayer y hoy;15W;02/02/2016;5
SZ1213;Spanisch B1 für Medizinstudierende;15S;16/07/2015;5
SZ1213;Spanisch B1 für Medizinstudierende;15W;11/02/2016;6
SZ1216;Spanisch B1.2;15S;14/07/2015;12
SZ1216;Spanisch B1.2;15S;16/07/2015;17
SZ1216;Spanisch B1.2;15W;02/02/2016;12
SZ1216;Spanisch B1.2;15W;11/02/2016;13
SZ1217;Spanisch B2.2;15S;14/07/2015;13
SZ1217;Spanisch B2.2;15W;03/02/2016;11
SZ1218;Spanisch B1.1;15S;13/07/2015;11
SZ1218;Spanisch B1.1;15S;14/07/2015;6
SZ1218;Spanisch B1.1;15S;14/07/2015;9
SZ1218;Spanisch B1.1;15S;16/07/2015;16
SZ1218;Spanisch B1.1;15S;17/07/2015;12
SZ1218;Spanisch B1.1;15S;22/07/2015;6
SZ1218;Spanisch B1.1;15W;01/02/2016;10
SZ1218;Spanisch B1.1;15W;03/02/2016;12
SZ1218;Spanisch B1.1;15W;05/02/2016;5
SZ1218;Spanisch B1.1;15W;11/02/2016;11
SZ1219;Spanisch B2.1;15S;14/07/2015;8
SZ1219;Spanisch B2.1;15S;15/07/2015;6
SZ1219;Spanisch B2.1;15S;23/07/2015;9
SZ1219;Spanisch B2.1;15W;02/02/2016;9
SZ1219;Spanisch B2.1;15W;03/02/2016;13
SZ1220;Español en los museos de Múnich (B2);15S;15/07/2015;1
SZ1220;Español en los museos de Múnich (B2);15W;27/01/2016;1
SZ1221;Blockkurs Sprachpraxis Spanisch A2;15S;25/09/2015;5
SZ1221;Blockkurs Sprachpraxis Spanisch A2;15W;26/02/2016;8
SZ1222;Blockkurs Spanisch A2.2;15S;09/10/2015;20
SZ1223;Spanisch A1 intensiv;15S;09/07/2015;15
SZ1224;Blockkurs Sprachpraxis Spanisch B1;15W;17/02/2016;4
SZ1225;Spanisch B1.1 + B1.2;15W;04/02/2016;12
SZ1304;Hebräisch Grundstufe A1.1;15S;14/07/2015;15
SZ1304;Hebräisch A1.1;15W;02/02/2016;7
SZ1306;Hebräisch A2.1;15S;14/07/2015;3
SZ1402;Türkisch A2.1;15S;21/07/2015;9
SZ1404;Türkisch A1.1;15S;21/07/2015;15
SZ1404;Türkisch A1.1;15W;02/02/2016;16
SZ1405;Türkisch A1.2;15W;02/02/2016;9
SZ14051;Blockkurs Türkisch A1.2;15W;10/03/2016;8
SZ1501;Dänisch A1;15S;14/07/2015;21
SZ1501;Dänisch A1;15W;03/02/2016;16
SZ1502;Dänisch A2;15S;14/07/2015;4
SZ1502;Dänisch A2;15W;03/02/2016;8
SZ1603;Niederländisch A1.1;15S;16/07/2015;11
SZ1603;Niederländisch A1.1;15S;16/07/2015;10
SZ1603;Niederländisch A1.1;15W;04/02/2016;13
SZ1605;Niederländisch A1.2;15W;04/02/2016;8
SZ1701;Norwegisch A1;15S;13/07/2015;20
SZ1701;Norwegisch A1;15S;17/07/2015;24
SZ1701;Norwegisch A1;15W;01/02/2016;21
SZ1701;Norwegisch A1;15W;05/02/2016;19
SZ1702;Norwegisch A2;15S;17/07/2015;11
SZ1702;Norwegisch A2;15W;01/02/2016;8
SZ1703;Norwegisch B1;15S;13/07/2015;7
SZ1703;Norwegisch B1;15W;05/02/2016;6
SZ1803;Koreanisch A1;15S;21/07/2015;22
SZ1803;Koreanisch A1;15W;01/02/2016;18
SZ1803;Koreanisch A1;15W;02/02/2016;22
SZ1804;Koreanisch A2.1;15S;21/07/2015;14
SZ1804;Koreanisch A2.1;15W;02/02/2016;7
SZ1805;Koreanisch A2.2;15W;02/02/2016;7
WIB01743;Advanced Topics in Innovation & Entrepreneurship I: Seminar on Corporate Technology Management;15S;08/07/2015;16
WIB01811;Advanced Seminar Innovation: Design Innovation;15S;30/06/2015;23
WIB01811;Advanced Seminar Innovation;15W;15/01/2016;12
WIB01832;Topics in Innovation & Entrepreneurship II: Seminar on Corporate Technology Management;15S;08/07/2015;9
WIB02083;Seminar Finance & Accounting: Case Study Seminar;15S;05/07/2015;22
WIB02083;Seminar Finance &  Accounting: Private Equity Case Study Seminar;15W;20/12/2015;13
WIB02250;Advanced Seminar Finance & Accounting I: Current Issues in Private Equity ;15W;08/01/2016;20
WIB02250_2;Advanced Seminar Finance & Accounting III: Current Issues in Research-Based Spin-Offs and Venture Capital;15S;09/06/2015;11
WIB04254;Controlling mit SAP;15S;30/04/2015;52
WIB04254;Controlling mit SAP;15W;26/10/2015;60
WIB04745;Advanced Seminar Finance & Accounting: Case Study Seminar;15S;13/07/2015;29
WIB04745;Advanced Seminar Finance & Accounting: Case Study Seminar;15W;10/02/2016;30
WIB04745_2;Advanced Seminar Finance & Accounting: Economics of Renewable Energies;15S;08/07/2015;13
WIB04745_3;Advanced Seminar Finance & Accounting: Wirtschaftsprüfung ;15W;22/01/2016;19
WIB04745_4;Advanced Seminar Finance & Accounting: Corporate Valuation - Theory and Practice;15W;20/01/2016;19
WIB04963;Advanced Topics in Finance & Accounting II: Herausforderungen in der Nutzfahrzeugindustrie;15S;14/07/2015;58
WIB04963;Advanced Topics in Finance & Accounting II: Herausforderungen in der Nutzfahrzeugindustrie;15W;10/02/2016;55
WIB05001;Advanced Seminar Marketing, Strategy & Leadership: New Product Development and Marketing;15S;24/06/2015;33
WIB05001;Advanced Seminar Marketing, Strategy & Leadership: New Product Development and Marketing;15W;16/12/2015;38
WIB06746;Advanced Topics in Finance & Accounting I:  Empirical Corporate Finance;15S;15/07/2015;37
WIB06748;Topics in Finance & Accounting I: Corporate Governance;15S;15/07/2015;15
WIB06771;Advanced Seminar Finance & Accounting: Cases in Finance;15S;16/07/2015;30
WIB06771;Advanced Seminar Finance & Accounting: Cases in Finance;15W;20/01/2016;64
WIB09828;Advanced Seminar Operations & Supply Chain Management: Aviation and Airport Operations;15W;29/01/2016;11
WIB09828_1;Advanced Seminar Operations & Supply Chain Management: Metaheuristics;15S;09/07/2015;16
WIB101006;Topics in Finance & Accounting II:  Erfolgsmuster einer vernetzten Wertschöpfung;15W;09/02/2016;26
WIB101007;Advanced Topics in Finance & Accounting II: Erfolgsmuster einer vernetzten Wertschöpfung;15W;09/02/2016;104
WIB10971_2;Topics in Finance & Accounting I: Unternehmenssteuerung mit neuen Technologien;15S;22/07/2015;47
WIB10972;Advanced Topics in Finance & Accounting I: Unternehmenssteuerung mit neuen Technologien;15S;22/07/2015;130
WIB111095;Advanced Seminar Marketing, Strategy & Leadership: Organisationsanalyse: Einführung in die Data Envelopment Analyse;15S;30/06/2015;29
WIB111095;Advanced Seminar Marketing, Strategy & Leadership: Organisationsanalyse: Einführung in die Data Envelopment Analyse;15W;19/01/2016;21
WIB14962;Advanced Topics in Sustainability Innovation and Marketing;15S;08/07/2015;44
WIB17001;Advanced Seminar Marketing, Strategy & Leadership - Strategy and Organization: Neue Geschäfts-, Organisations- und Führungsmodelle im Zuge der Digitalisierung am Beispiel der Medienbranche;15S;17/07/2015;20
WIB17001;Advanced Seminar Marketing, Strategy & Leadership - Strategy and Organization: Leadership in the 21st century;15W;15/03/2016;16
WIB17002;Advanced Seminar Marketing, Strategy & Leadership -Strategy and Organization: Gesund führen;15S;30/07/2015;16
WIB17002;Advanced Seminar Marketing, Strategy & Leadership -Strategy and Organization: Gesund führen;15W;29/01/2016;15
WIB17003;Advanced Seminar Marketing, Strategy & Leadership -Strategy and Organization .Judgment and Strategic Decision Making;15S;31/07/2015;18
WIB17003;Advanced Seminar Marketing, Strategy & Leadership -Strategy and Organization .Judgment and Strategic Decision Making;15W;28/02/2016;18
WIB17778;Advanced Seminar Marketing, Strategy & Leadership I: Leadership in the 21st Century;15S;30/08/2015;12
WIB17778;Advanced Seminar Marketing, Strategy & Leadership I: Strategic Management and Organization;15W;29/02/2016;15
WIB17778_4;Advanced Seminar Marketing, Strategy & Leadership V: Strategic Management and Organization;15S;02/09/2015;16
WIB17932;Topics in Marketing, Strategy & Leadership (MSL) II: How to become a successful manager - practical insights into strategy;15W;20/01/2016;7
WIB18812;Advanced Seminar Entrepreneurship: Leading Entrepreneurial Teams;15S;01/07/2015;26
WIB18812_1;Advanced Seminar Entrepreneurship: Emergence and persistence of ventures and family businesses;15W;14/12/2015;25
WIB19001;Advanced Topics in Operations & Supply Chain Management: Experimental Design for Productivity and Qualtiy Improvement;15S;17/07/2015;17
WIB19807;Topics in Operations & Supply Chain Management I: Sales and Operations Planning in the Automotive Industry;15S;30/04/2015;2
WIB19807;Topics in Operations & Supply Chain Management I: Sales and Operations Planning in the Automotive Industry;15S;07/08/2015;64
WIB19807;Topics in Operations & Supply Chain Management I: Sales and Operations Planning in the Automotive Industry;15W;05/02/2016;59
WIB19823;Advanced Topics in Operations & Supply Chain Management I: Quality Management;15S;23/07/2015;29
WIB19823;Advanced Topics in Operations & Supply Chain Management I: Quality Management;15W;23/02/2016;32
WIB19824_1;Advanced Topics in Operations & Supply Chain Management II: Applied Quality Management ;15S;14/07/2015;28
WIB19837;Advanced Seminar Operations & Supply Chain Management: Automotive Industry;15S;25/06/2015;29
WIB19837;Advanced Seminar Operations & Supply Chain Management: Supply Chain Risk Management ;15W;18/12/2015;8
WIB19970;Topics in Operations and Supply Chain Management II: Cases in Lean Production;15S;14/07/2015;21
WIB211030;Topics in Marketing, Strategy & Leadership II: Gesellschaftliche Verantwortung der Unternehmensfu¨hrung im Internetzeitalter - Leadership Lessons from Peter Drucker;15S;15/08/2015;15
WIB21921;Advanced Topics in Marketing, Strategy & Leadership I: Management Entwicklung im digitalen Zeitalter;15W;15/03/2016;17
WIB21952;Advanced Topics in Marketing, Strategy & Leadership III Performance Measurement: The better you measure the better you manage;15W;01/03/2016;14
WIB22964;Advanced Seminar Operations & Supply Chain Management: Logistics and Supply Chain Management;15S;10/07/2015;12
WIB22964;Advanced Seminar Operations & Supply Chain Management: Logistics and Supply Chain Management;15W;21/01/2016;3
WIB22965;Advanced Seminar in Operations & Supply Chain Management: Supply Chain Design in Africa - Status and Developments;15W;18/12/2015;4
WIB23001_1;Advanced Seminar Finance & Accounting: Führung von Familienunternehmen;15S;18/06/2015;24
WIB23001_2;Advanced Seminar Finance & Accounting:Topics in Corporate Management;15S;18/06/2015;23
WIB23001_2;Advanced Seminar in Finance & Accounting: Topics in Corporate Management;15W;08/12/2015;23
WIB23957;Seminar Finance & Accounting: Wie motiviert man Führungskräfte und Mitarbeiter zu Höchstleistungen? Anreizsysteme für einen nachhaltigen Unternehmenserfolg;15S;12/06/2015;19
WIB23957;Seminar Finance & Accounting: Ist der Homo Oeconomicus ein Mythos? Eine Einführung in Behavioral Economics.;15W;25/11/2015;12
WIB24001;Advanced Seminar Innovation & Entrepreneurship: Life outside organizational boundaries and innovative behavior;15S;31/07/2015;20
WIB251012;Advanced Seminar Entrepreneurial Behavior;15S;14/07/2015;26
WIB26001;Advanced Topics in Innovation & Entrepreneurship II: Social Entrepreneurship Lab;15S;03/07/2015;18
WIB26002;Advanced Topics in Innovation & Entrepreneurship I: Applied Business Venturing;15W;21/12/2015;39
WIB26003;Advanced Topics in Innovation & Entrepreneurship: Introduction to Sociology - The Sociology of Harry Potter;15W;29/01/2016;29
WIB26995;Seminar Strategic Entrepreneurship;15S;30/08/2015;19
WIB26995; Advanced Seminar Innovation & Entrepreneurship I: Strategies, Business Models, and Change;15W;29/02/2016;22
WIB26995_2;Advanced Seminar Innovation & Entrepreneurship: Organization Design in Start-ups;15W;29/02/2016;19
WIB271011;Advanced  Seminar Innovation & Entrepreneurship: Concepts in International Entrepreneurship;15W;11/03/2016;15
WIB271011;Advanced  Seminar Innovation & Entrepreneurship: Concepts in International Entrepreneurship;15W;11/03/2016;2
WIB28001;Advanced Topics in Operations & Supply Chain Management: Operations Management in the Process Industries;15W;05/02/2016;24
WIB281009;Advanced Seminar Operations & Supply Chain Management: Production Planning in the Food Sector;15S;17/07/2015;25
WIB281009;Advanced Seminar Operations & Supply Chain Management: Sustainable Operations Management;15W;23/12/2015;16
WIB30001;Topics in Finance & Accounting: Kultur- und Wertewandel als Voraussetzung für einen Konzernumbau;15W;11/02/2016;13
WIB301092;Advanced Seminar Finance & Accounting I: STATA für empirische Forschungsprojekte in Accounting & Finance;15W;01/12/2015;13
WIB301101;Seminar Finance & Accounting: Seminar zur Unternehmensrechnung;15S;14/07/2015;15
WIB301101;Seminar Finance & Accounting: Seminar zur Unternehmensrechnung;15W;07/01/2016;6
WIB301102;Advanced Seminar Finance & Accounting: Contemporary Issues in Financial Accounting;15S;14/07/2015;15
WIB301102;Advanced Seminar Finance & Accounting: Contemporary Issues in Financial Accounting;15W;14/01/2016;12
WIB301104;Empirical Auditing Research ;15S;14/07/2015;12
WIB33001;Advanced Seminar Finance & Accounting: Current Issues in Entrepreneurship: Venture Capital, IPOs and the FinTech Industry;15S;06/07/2015;4
WIB33002;Advanced Seminar Innovation & Entrepreneurship (Braun);15W;11/01/2016;20
WIB33082;Advanced Seminar Finance & Accounting II: The influence of corporate governance and ownership structures on financing and investment decisions;15S;19/06/2015;16
WIB34001;Advanced Seminar Operations & Supply Chain Management Recent Breakthroughs in Quantitative Models and Methods;15W;31/01/2016;6
WIR01940;Topics in Finance & Accounting I: Grundzüge des Unternehmenskaufs;15S;17/07/2015;3
WIR01940;Topics in Finance & Accounting I: Grundzüge des Unternehmenskaufs;15W;23/02/2016;19
WI000002;Buchführung;15S;05/08/2015;7
WI000002;Buchführung;15W;18/02/2016;7
WI000020;Controlling;15S;06/08/2015;58
WI000020;Controlling;15W;26/02/2016;10
WI000021;Volkswirtschaftslehre I;15S;30/07/2015;70
WI000021;Volkswirtschaftslehre I;15W;15/02/2016;772
WI000023;Volkswirtschaftslehre II;15S;20/07/2015;641
WI000023;Volkswirtschaftslehre II;15W;12/02/2016;45
WI000026;Advanced Technology and Innovation Management;15S;20/07/2015;13
WI000026;Advanced Technology and Innovation Management;15W;09/02/2016;85
WI000027;Wirtschaftsprivatrecht I;15S;06/08/2015;123
WI000027;Wirtschaftsprivatrecht I;15W;22/02/2016;534
WI000029;Praxis der Führung und Organisation;15S;15/07/2015;1
WI000030;Wirtschaftsprivatrecht II                                                                                                                                                                               ;15S;23/07/2015;549
WI000030;Wirtschaftsprivatrecht II                                                                                                                                                                          ;15W;26/02/2016;106
WI000031;Organizational Psychology;15S;21/07/2015;16
WI000031;Organizational Psychology;15W;19/02/2016;169
WI000038;Führung durch Motivation;15S;15/07/2015;3
WI000038;Führung durch Motivation;15W;30/11/2015;19
WI000042;Introduction to Leadership;15S;21/07/2015;9
WI000042;Introduction to Leadership;15W;19/02/2016;93
WI000059;Besteuerung von Immobilien, Immobilienerträgen und -fonds;15S;20/07/2015;2
WI000059;Besteuerung von Immobilien, Immobilienerträgen und -fonds;15S;30/07/2015;2
WI000059;Besteuerung von Immobilien, Immobilienerträgen und -fonds;15S;14/08/2015;4
WI000091;Corporate Finance;15S;17/07/2015;358
WI000091;Corporate Finance ;15W;15/02/2016;71
WI000092;Banking and Risk Management;15S;13/07/2015;31
WI000092;Banking and Risk Management;15W;02/02/2016;103
WI000100;Volkswirtschaftslehre III;15S;28/07/2015;647
WI000100;Economics III;15W;10/02/2016;159
WI000102;Industrieökonomik;15S;15/07/2015;68
WI000102;Industrieökonomik;15W;17/02/2016;50
WI000104;Finanzwissenschaft I;15S;17/07/2015;85
WI000104;Finanzwissenschaft I;15W;15/02/2016;10
WI000105;Finanzwissenschaft II;15S;13/07/2015;35
WI000105;Finanzwissenschaft II;15W;11/02/2016;9
WI000107;Finanzwissenschaft III;15S;14/07/2015;28
WI000107;Finanzwissenschaft III;15W;18/02/2016;15
WI000109;Finanzwissenschaft IV;15S;16/07/2015;18
WI000109;Finanzwissenschaft IV;15W;09/02/2016;12
WI000114;Technology and Innovation Management: Introduction;15S;28/07/2015;265
WI000114;Technology and Innovation Management: Introduction;15S;17/09/2015;43
WI000114;Technology and Innovation Management: Introduction;15W;10/02/2016;83
WI000116;Lead-User-Projekt;15S;21/08/2015;12
WI000116;Lead-User-Projekt;15W;02/02/2016;12
WI000130;Gesellschaftsrecht 1;15S;17/07/2015;25
WI000138;Steuerrecht;15S;17/07/2015;6
WI000138;Steuerrecht;15S;20/07/2015;6
WI000138;Steuerrecht;15S;30/07/2015;5
WI000138;Steuerrecht;15S;14/08/2015;7
WI000138;Steuerrecht;15W;08/02/2016;74
WI000155;European Business Law  ;15S;03/08/2015;598
WI000155;European Business Law  ;15W;25/02/2016;128
WI000155_1;European Business Law  ;15S;03/08/2015;16
WI000158;Entrepreneurial Finance;15S;29/07/2015;183
WI000158;Entrepreneurial Finance;15W;05/02/2016;40
WI000159;Geschäftsidee und Markt - Businessplan-Grundlagenseminar;15S;13/07/2015;83
WI000159;Geschäftsidee und Markt - Businessplan-Grundlagenseminar;15W;27/01/2016;85
WI000177;Personalmanagement;15S;16/07/2015;201
WI000178;Führung und Organisation ;15S;21/07/2015;150
WI000178;Führung und Organisation ;15W;19/02/2016;573
WI000189;Allgemeine Volkswirtschaftslehre;15S;01/10/2015;51
WI000189;Allgemeine Volkswirtschaftslehre;15W;10/02/2016;31
WI000190;Allgemeine Betriebswirtschaftslehre;15S;11/05/2015;2
WI000190;Allgemeine Betriebswirtschaftslehre;15S;01/10/2015;124
WI000190;Allgemeine Betriebswirtschaftslehre;15W;10/02/2016;58
WI000190;Allgemeine Betriebswirtschaftslehre;15W;10/02/2016;1
WI000192;Agrar- und Gartenbauökonomie I;15S;08/06/2015;11
WI000192;Agrar- und Gartenbauökonomie I;15W;17/02/2016;60
WI000194;Agrarpolitik;15S;16/07/2015;11
WI000196;Märkte der Agrar- und Ernährungswirtschaft;15S;21/07/2015;11
WI000201;Einführung in die Forstliche Betriebswirtschaftslehre;15S;07/10/2015;43
WI000201;Einführung in die Forstliche Betriebswirtschaftslehre;15W;07/03/2016;70
WI000202;Umweltpolitik;15W;14/01/2016;52
WI000202;Umweltpolitik;15W;24/03/2016;3
WI000213;Forst- und Umweltpolitik ;15S;29/06/2015;24
WI000213;Forst- und Umweltpolitik;15W;24/03/2016;90
WI000218;Investitions- und Finanzmanagement;15S;04/08/2015;11
WI000218_1;Investment and Financial Management ;15W;09/02/2016;60
WI000219;Investitions- und Finanzmanagement;15S;04/08/2015;251
WI000219;Investitions- und Finanzmanagement;15W;09/02/2016;975
WI000220;Principles of Economics                                                                                                                                                           ;15W;12/02/2016;1
WI000222;Finanzierung;15S;29/07/2015;4
WI000226;Service Operations Management;15S;23/07/2015;1
WI000226;Service Operations Management;15S;23/07/2015;70
WI000231;Asset Management;15S;20/07/2015;52
WI000231;Asset Management;15W;18/02/2016;168
WI000232;Derivatives;15S;30/07/2015;174
WI000232;Derivatives;15W;25/02/2016;30
WI000233;Management Accounting;15S;23/07/2015;128
WI000233;Management Accounting;15W;22/02/2016;387
WI000234;Value-based Management;15S;30/07/2015;168
WI000234;Value-based Management;15W;16/02/2016;50
WI000237;Arbeits- und Organisationspsychologie;15S;03/08/2015;113
WI000237;Arbeits- und Organisationspsychologie;15W;22/01/2016;45
WI000251;Internetrecht;15W;26/02/2016;24
WI000252;Präsentation und Moderation;15S;04/07/2015;5
WI000252;Präsentation und Moderation;15S;11/07/2015;5
WI000252;Präsentation und Moderation;15S;15/07/2015;5
WI000252;Präsentation und Moderation;15S;27/07/2015;3
WI000252;Präsentation und Moderation;15W;08/12/2015;9
WI000252;Präsentation und Moderation;15W;17/12/2015;3
WI000252;Präsentation und Moderation;15W;16/01/2016;8
WI000252;Präsentation und Moderation;15W;29/01/2016;1
WI000253;Konfliktmanagement und Verhandlungsführung;15S;25/04/2015;2
WI000253;Konfliktmanagement und Verhandlungsführung;15S;09/05/2015;10
WI000253;Konfliktmanagement und Verhandlungsführung;15S;12/05/2015;2
WI000253;Konfliktmanagement und Verhandlungsführung;15S;20/05/2015;5
WI000253;Konfliktmanagement und Verhandlungsführung;15S;21/05/2015;4
WI000253;Konfliktmanagement und Verhandlungsführung;15S;13/06/2015;4
WI000253;Konfliktmanagement und Verhandlungsführung;15S;06/07/2015;4
WI000253;Konfliktmanagement und Verhandlungsführung;15S;07/07/2015;4
WI000253;Konfliktmanagement und Verhandlungsführung;15W;14/11/2015;11
WI000253;Konfliktmanagement und Verhandlungsführung;15W;21/11/2015;9
WI000253;Konfliktmanagement und Verhandlungsführung;15W;28/11/2015;11
WI000253;Konfliktmanagement und Verhandlungsführung;15W;10/12/2015;3
WI000253;Konfliktmanagement und Verhandlungsführung;15W;12/12/2015;8
WI000253;Konfliktmanagement und Verhandlungsführung;15W;13/01/2016;5
WI000258;Empirische Wirtschaftsforschung;15S;24/07/2015;244
WI000258;Empirische Wirtschaftsforschung;15W;15/02/2016;799
WI000259;Case Study Seminar: Strategic Management of Technology and Innovation;15S;17/07/2015;17
WI000259;Case Study Seminar: Strategic Management of Technology and Innovation;15W;22/01/2016;19
WI000261;Empirical Research Methods;15S;21/07/2015;612
WI000261;Empirical Research Methods;15W;17/02/2016;113
WI000263;Angewandte Personalführung;15S;15/07/2015;22
WI000263;Angewandte Personalführung;15W;18/02/2016;1
WI000264;Project Management;15W;23/02/2016;71
WI000275;Management Science;15S;07/08/2015;190
WI000275;Management Science;15W;22/02/2016;897
WI000275_1;Management Science;15W;22/02/2016;30
WI000276;Externes Rechnungswesen;15S;05/08/2015;77
WI000276;Externes Rechnungswesen;15W;18/02/2016;46
WI000285;Innovative Unternehmer - Führung von High-Tech Unternehmen;15S;23/07/2015;217
WI000285;Innovative Unternehmer - Führung von High-Tech Unternehmen;15W;04/02/2016;251
WI000286;Environmental and Natural Resource Economics;15S;29/07/2015;81
WI000286;Environmental and Natural Resource Economics;15W;29/02/2016;13
WI000287;Advanced Environmental and Natural Resource Economics;15W;12/02/2016;13
WI000295;Betriebswirtschaftslehre für Naturwissenschaftler;15S;21/07/2015;60
